& CONDICOES INICIAIS DAS UNIDADES                
&
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
  1  ANGRA 1        1    1       640.00   2496  0  0
  4  ST.CRUZ 34     3    0         0.00  17108  0  0
  4  ST.CRUZ 34     4    0         0.00  17108  0  0
  9  R.SILVEIRA     1    0         0.00  17108  0  0
  9  R.SILVEIRA     2    0         0.00  17108  0  0
 12  CUIABA G CC    1    0         0.00    456  0  0
 12  CUIABA G CC    2    0         0.00    960  0  0
 12  CUIABA G CC    3    0         0.00    984  0  0
 13  ANGRA 2        1    1      1350.00   1026  0  0
 15  LINHARES       1    0         0.00   1488  0  0
 15  LINHARES       2    0         0.00   1488  0  0
 15  LINHARES       3    0         0.00   1488  0  0
 15  LINHARES       4    0         0.00   1488  0  0
 21  MARANHAO V     1    1       337.60    600  0  0
 24  J.LACERDA C    7    1       315.00    648  0  0
 25  J.LACERDA B    5    1       110.00      0  0  0
 25  J.LACERDA B    6    1       110.00   2624  1  0
&Ajuste na partida conforme SGI 47.601-21
 26  J.LACERDA A1   1    0         0.00     28  0  0
 26  J.LACERDA A1   2    1        45.00    120  0  0
 27  J.LACERDA A2   3    1        66.00    816  0  0
 27  J.LACERDA A2   4    1        44.00    480  0  0
 28  FIGUEIRA       1    0         0.00  17108  0  0
 28  FIGUEIRA       3    0         0.00  17108  0  0
 35  URUGUAIANA     1    0         0.00  17108  0  0
 35  URUGUAIANA     2    0         0.00  17108  0  0
 35  URUGUAIANA     3    0         0.00  17108  0  0
 36  MARANHAO IV    1    1       337.60     96  0  0
 42  FORTALEZA      1    0         0.00  15601  0  0
 42  FORTALEZA      2    0         0.00  15601  0  0
 42  FORTALEZA      3    0         0.00   2232  0  0
 43  TERMOBAHIA     1    1       174.00    246  0  0
 46  N.VENECIA 2    1    1       178.00    624  0  0
 47  TERMORIO       1    0         0.00    316  0  0
 47  TERMORIO       2    0         0.00   1005  1  0
 47  TERMORIO       3    0         0.00   1872  0  0
 47  TERMORIO       4    0         0.00    994  0  0
 47  TERMORIO       5    0         0.00  14830  0  0
 47  TERMORIO       6    0         0.00     24  0  0
 47  TERMORIO       7    0         0.00    222  1  0
 47  TERMORIO       8    0         0.00  14830  0  0
 47  TERMORIO       9    0         0.00    120  0  0
 47  TERMORIO      10    0         0.00  14830  0  0
 47  TERMORIO      11    0         0.00   5568  0  0
 47  TERMORIO      12    0         0.00   1407  0  0
 47  TERMORIO      13    0         0.00    120  0  0
 47  TERMORIO      14    0         0.00   6696  0  0
 47  TERMORIO      15    0         0.00   6698  0  0
 47  TERMORIO      16    1       900.00     24  0  0
 47  TERMORIO      17    0         0.00   5494  1  0
 47  TERMORIO      18    0         0.00   2339  1  0
 47  TERMORIO      19    0         0.00   9600  0  0
 47  TERMORIO      20    0         0.00   9024  0  0
 47  TERMORIO      21    0         0.00   1968  0  0
 47  TERMORIO      22    0         0.00   4937  1  0
 47  TERMORIO      23    0         0.00  11832  1  0
 47  TERMORIO      24    0         0.00  14830  0  0
 47  TERMORIO      25    0         0.00  14830  0  0
 47  TERMORIO      26    0         0.00  14830  0  0
 47  TERMORIO      27    0         0.00   5102  1  0
 47  TERMORIO      28    0         0.00  14830  0  0
 47  TERMORIO      29    0         0.00  14830  0  0
 47  TERMORIO      30    0         0.00  14830  0  0
 47  TERMORIO      31    0         0.00   4111  0  0
 48  ARAUCARIA      1    0         0.00  12526  1  0
 48  ARAUCARIA      2    0         0.00    373  0  0
 48  ARAUCARIA      3    0         0.00    698  1  0
 49  VIANA          3    0         0.00   1286  0  0
 49  VIANA          4    0         0.00   1582  1  0
 49  VIANA          1    0         0.00    947  0  0
 49  VIANA          2    1       174.60    783  1  0
 50  PIRAT.12 G     1    0         0.00  17108  0  0
 50  PIRAT.12 G     2    0         0.00  17108  0  0
 52  CAMPINA GDE    1    0         0.00      1  0  0
 52  CAMPINA GDE    2    1        42.27      5  1  0
 52  CAMPINA GDE    3    1        42.27     10  0  0
 52  CAMPINA GDE    4    1        42.27      3  1  0
 53  GLOBAL I       1    0         0.00   1147  0  0
 53  GLOBAL I       2    0         0.00   1182  0  0
 53  GLOBAL I       3    0         0.00    291  0  0
 53  GLOBAL I       4    0         0.00  13200  0  0
 53  GLOBAL I       5    0         0.00    252  1  0
 53  GLOBAL I       6    0         0.00   1176  1  0
 53  GLOBAL I       7    0         0.00     12  0  0
 53  GLOBAL I       8    0         0.00    296  0  0
 53  GLOBAL I       9    0         0.00    264  1  0
 53  GLOBAL I      10    0         0.00     76  1  0
 53  GLOBAL I      11    0         0.00      3  1  0
 54  JUIZ DE FORA   1    1        35.00    792  0  0
 54  JUIZ DE FORA   2    1        40.00    768  0  0
 55  GLOBAL II      1    0         0.00   1041  0  0
 55  GLOBAL II      2    0         0.00    922  1  0
 55  GLOBAL II      3    0         0.00   1174  0  0
 55  GLOBAL II      4    0         0.00    290  0  0
 55  GLOBAL II      5    0         0.00  13200  0  0
 55  GLOBAL II      6    0         0.00  13200  0  0
 55  GLOBAL II      7    0         0.00    266  1  0
 55  GLOBAL II      8    0         0.00     52  0  0
 55  GLOBAL II      9    0         0.00     26  1  0
 55  GLOBAL II     10    0         0.00    198  0  0
 55  GLOBAL II     11    0         0.00      4  0  0
 57  MARACANAU I    1    0         0.00    124  0  0
 57  MARACANAU I    2    0         0.00   1101  1  0
 57  MARACANAU I    3    1        17.00    124  0  0
 57  MARACANAU I    4    1        17.00    109  0  0
 57  MARACANAU I    5    0         0.00   3455  1  0
 57  MARACANAU I    6    1        17.00     72  0  0
 57  MARACANAU I    7    0         0.00    100  0  0
 57  MARACANAU I    8    1        17.00    109  0  0
 58  TERMOCEARA     1    0         0.00   5586  0  0
 58  TERMOCEARA     2    0         0.00   5543  0  0
 58  TERMOCEARA     3    0         0.00   5550  1  0
 58  TERMOCEARA     4    0         0.00  14112  1  0
 60  NORTEFLU       1    0         0.00  20367  0  0
 60  NORTEFLU       2    0         0.00  20367  0  0
 60  NORTEFLU       3    0         0.00  20367  0  0
 60  NORTEFLU       4    0         0.00   2712  0  0
 60  NORTEFLU       5    0         0.00   4224  0  0
 60  NORTEFLU       6    0         0.00   4809  1  0
 60  NORTEFLU       7    0         0.00   2712  0  0
 62  SEROPEDICA     1    0         0.00   1841  1  0
 62  SEROPEDICA     2    0         0.00   5550  0  0
 62  SEROPEDICA     3    0         0.00   5182  1  0
 62  SEROPEDICA     4    0         0.00   2054  1  0
 62  SEROPEDICA     5    0         0.00   1864  0  0
 62  SEROPEDICA     6    0         0.00   1512  0  0
 62  SEROPEDICA     7    0         0.00    223  1  0
 62  SEROPEDICA     8    1       355.00    223  1  0
 63  IBIRITE        1    0         0.00     96  0  0
 64  CANOAS         1    1       230.00    450  0  0
 67  TERMONE        1    1        46.64     75  1  0
 67  TERMONE        2    1        58.27     62  0  0
 67  TERMONE        3    1        54.09     62  1  0
&Ajuste na partida conforme SGI 47.692-21
 68  TRES LAGOAS    1    1        90.00      0  0  0
 68  TRES LAGOAS    2    0         0.00  12071  0  0
 68  TRES LAGOAS    3    0         0.00  16776  0  0
 68  TRES LAGOAS    4    0         0.00   1764  0  0
 68  TRES LAGOAS    5    0         0.00  14736  1  0
 68  TRES LAGOAS    6    0         0.00   5899  1  0
 68  TRES LAGOAS    7    0         0.00  14736  0  0
 68  TRES LAGOAS    8    0         0.00   7752  0  0
 68  TRES LAGOAS    9    0         0.00   1679  0  0
 68  TRES LAGOAS   10    0         0.00   7614  0  0
 68  TRES LAGOAS   11    0         0.00   7704  0  0
 68  TRES LAGOAS   12    0         0.00  14712  0  0
 68  TRES LAGOAS   13    0         0.00      0  0  0
 68  TRES LAGOAS   14    0         0.00   7392  0  0
 68  TRES LAGOAS   15    0         0.00   6190  1  0
